Student_ID,Age,Gender,Region,Urban_Rural,School_Type,Subject_Stream,Matriculation_Score,Parent_Education_Level,Number_of_Siblings,Family_Monthly_Income_MMK,Internet_Access_At_Home,English_Proficiency_Level,Family_Member_University_Graduate,Test_Prep_Course,Extracurricular_Score,Distance_to_University_km,Scholarship_Applied,Scholarship_Received,Preferred_University_Type,Chosen_Field_of_Study,Enrollment_Status
STU001989,20,Male,Sagaing,Urban,International School,Science,307.0,University Graduate,1,1515000.0,Yes,Advanced,No,No,3.2,13.880000000000003,No,No,University of Distance Education,Agriculture,Enrolled
STU003241,19,Male,Mandalay,Urban,Private High School,Arts,327.0,High School,2,338000.0,Yes,Beginner,No,Yes,5.8,12.56,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU002799,18,Female,Bago,Urban,Private High School,Arts,,Postgraduate,2,592000.0,Yes,Advanced,No,Yes,4.1,1.56,Yes,No,University of Distance Education,Arts & Humanities,Enrolled
STU004516,17,Female,Yangon,Urban,Private High School,Arts,433.0,University Graduate,3,1470000.0,No,Beginner,Yes,No,4.8,0.96,No,No,Government University,Arts & Humanities,Enrolled
STU005631,18,Male,Mon,Urban,Government High School,Science,297.0,Primary School,1,624000.0,Yes,Beginner,No,No,5.1,31.24,No,No,Technological University,Engineering,Enrolled
STU009373,18,Female,Mandalay,Rural,Monastic Education School,Science,246.0,High School,3,318000.0,Yes,Intermediate,Yes,No,1.9,0.8,Yes,No,Government University,Natural Science,Enrolled
STU003110,19,Male,Naypyidaw,Rural,Private High School,Science,369.0,Middle School,3,760000.0,Yes,Advanced,No,No,6.2,82.4,No,No,Computer University,Computer Science,Enrolled
STU004940,17,Female,Sagaing,Urban,Private High School,Science,317.0,Primary School,4,2915000.0,Yes,Intermediate,No,Yes,3.6,6.88,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004060,25,Female,Mandalay,Rural,Government High School,Science,310.0,University Graduate,1,327000.0,Yes,Beginner,Yes,No,6.1,6.3,No,No,University of Distance Education,Natural Science,Enrolled
STU001988,18,Male,Yangon,Urban,Government High School,Science,236.0,High School,0,201000.0,Yes,Intermediate,No,No,6.0,7.0,No,No,Computer University,Computer Science,Enrolled
STU007158,20,Female,Sagaing,Rural,Monastic Education School,Science,221.0,University Graduate,3,711000.0,No,Intermediate,No,Yes,2.5,1.5,No,No,Government University,Natural Science,Enrolled
STU008875,17,Female,Yangon,Rural,Government High School,Arts,318.0,High School,3,333000.0,No,Intermediate,Yes,Yes,6.6,33.1,No,No,Government University,Education,Enrolled
STU006614,17,Male,Shan,Urban,Government High School,Science,383.0,High School,3,311000.0,Yes,Beginner,No,Yes,7.6,0.5,No,No,Technological University,Engineering,Enrolled
STU000384,18,Male,Chin,Rural,Private High School,Science,354.0,Postgraduate,2,479000.0,Yes,Beginner,No,Yes,4.5,26.7,No,No,Technological University,Engineering,Enrolled
STU005635,17,Male,Kayin,Rural,Government High School,Science,227.0,Middle School,0,626000.0,No,Intermediate,Yes,No,5.8,33.2,No,No,Technological University,Engineering,Enrolled
STU004308,17,Female,Yangon,Rural,Government High School,Science,361.0,High School,1,365000.0,No,Beginner,No,No,4.8,21.9,No,No,Computer University,Computer Science,Enrolled
STU003389,18,Male,Mon,Urban,Private High School,Science,169.0,Primary School,2,779000.0,Yes,Intermediate,No,Yes,5.8,36.04,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU003157,17,Male,Tanintharyi,Urban,Government High School,Science,296.0,Middle School,1,1317000.0,Yes,Intermediate,No,Yes,4.4,0.6400000000000001,No,No,University of Distance Education,Natural Science,Enrolled
STU001569,18,Male,Yangon,Urban,Private High School,Science,324.0,Middle School,2,827000.0,No,Beginner,No,Yes,4.7,1.9600000000000002,No,No,Government University,Natural Science,Enrolled
STU002728,17,Male,Magway,Rural,Private High School,Science,284.0,No Formal Education,2,289000.0,Yes,Intermediate,No,Yes,4.5,5.4,No,No,University of Distance Education,Engineering,Enrolled
STU006334,18,Female,Tanintharyi,Rural,Government High School,Science,341.0,Middle School,2,464000.0,No,Beginner,No,Yes,4.6,3.5,No,No,Private University,Natural Science,Enrolled
STU009900,19,Female,Tanintharyi,Urban,Government High School,Science,402.0,High School,3,314000.0,Yes,Beginner,No,Yes,6.4,3.9200000000000004,No,No,Computer University,Computer Science,Enrolled
STU008752,18,Male,Mandalay,Urban,Government High School,Science,341.0,High School,1,684000.0,No,Advanced,Yes,No,4.3,0.8800000000000001,No,No,University of Distance Education,Agriculture,Enrolled
STU008303,17,Female,Rakhine,Rural,Government High School,Arts,210.0,Postgraduate,2,321000.0,Yes,Intermediate,Yes,Yes,5.5,46.1,No,No,University of Distance Education,Business & Economics,Enrolled
STU006038,17,Female,Rakhine,Urban,Government High School,Science,316.0,Middle School,4,371000.0,Yes,Intermediate,Yes,No,3.7,3.3200000000000003,No,No,Computer University,Computer Science,Enrolled
STU003833,18,Female,Yangon,Rural,Government High School,Science,389.0,High School,3,583000.0,Yes,Intermediate,No,No,4.5,24.4,No,No,Computer University,Computer Science,Enrolled
STU008918,17,Female,Mandalay,Rural,Government High School,Science,196.0,High School,3,553000.0,Yes,,Yes,No,6.2,27.1,Yes,No,Government University,Engineering,Enrolled
STU004777,18,Male,Mon,Rural,Monastic Education School,Science,350.0,University Graduate,1,115000.0,No,Intermediate,No,Yes,4.7,6.3,No,No,Technological University,Engineering,Enrolled
STU004277,18,Female,Bago,Rural,Government High School,Science,287.0,Postgraduate,2,,No,Advanced,Yes,No,6.2,56.4,Yes,No,University of Distance Education,Natural Science,Enrolled
STU000254,17,Male,Ayeyarwady,Urban,Government High School,Arts,376.0,High School,1,687000.0,Yes,Intermediate,Yes,No,3.6,1.72,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007896,18,Male,Sagaing,Urban,Government High School,Arts,341.0,Postgraduate,2,411000.0,Yes,Beginner,Yes,No,5.6,27.04,No,No,University of Distance Education,Education,Enrolled
STU009591,18,Male,Bago,Rural,Government High School,Science,257.0,Primary School,1,447000.0,Yes,Advanced,No,Yes,6.6,12.4,Yes,No,Technological University,Engineering,Enrolled
STU007289,18,Female,Sagaing,Urban,Government High School,Science,244.0,Middle School,2,1021000.0,Yes,Beginner,No,No,8.7,17.28,No,No,Government University,Nursing & Health Science,Enrolled
STU000279,19,Male,Yangon,Urban,Government High School,Science,187.0,Middle School,2,682000.0,No,Intermediate,No,No,1.2,2.68,No,No,University of Distance Education,Natural Science,Enrolled
STU003253,17,Male,Shan,Urban,Government High School,Science,239.0,Postgraduate,1,159000.0,Yes,Beginner,No,No,9.9,7.56,No,No,University of Distance Education,Engineering,Enrolled
STU002481,18,Male,Yangon,Urban,Monastic Education School,Science,373.0,Middle School,0,522000.0,Yes,Beginner,No,No,2.3,3.5200000000000005,Yes,No,Government University,Agriculture,Enrolled
STU000290,17,Male,Shan,Rural,Government High School,Science,176.0,Primary School,0,489000.0,No,Advanced,No,No,6.9,48.4,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU006087,18,Female,Bago,Urban,Private High School,Science,314.0,University Graduate,1,1217000.0,No,Intermediate,Yes,No,8.2,3.12,No,No,Computer University,Computer Science,Enrolled
STU003076,19,Female,Rakhine,Urban,Government High School,Science,344.0,High School,1,627000.0,Yes,Advanced,Yes,Yes,6.6,12.240000000000002,No,No,Technological University,Engineering,Enrolled
STU008124,17,Female,Shan,Urban,Government High School,Science,407.0,No Formal Education,3,584000.0,Yes,Beginner,Yes,Yes,4.4,1.9600000000000002,Yes,No,Technological University,Engineering,Enrolled
STU007599,18,Female,Bago,Urban,Government High School,Science,325.0,High School,1,359000.0,Yes,Beginner,No,Yes,7.2,5.2,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU006404,18,Female,Rakhine,Rural,Government High School,Science,339.0,University Graduate,1,186000.0,Yes,Intermediate,No,Yes,0.9,5.4,No,No,University of Distance Education,Engineering,Enrolled
STU005090,17,Female,Bago,Urban,Government High School,Arts,408.0,Postgraduate,1,247000.0,Yes,Advanced,No,No,,10.200000000000001,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007284,17,Male,Rakhine,Urban,Government High School,Science,199.0,Middle School,2,661000.0,Yes,Beginner,No,No,5.3,0.5,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009718,17,Female,Yangon,Urban,Government High School,Science,286.0,High School,1,616000.0,Yes,Intermediate,No,No,4.9,0.5,Yes,No,Private University,Natural Science,Enrolled
STU008403,18,Male,Mandalay,Rural,Government High School,Arts,479.0,Middle School,1,319000.0,Yes,Intermediate,No,Yes,4.9,50.6,No,No,Computer University,Computer Science,Enrolled
STU006122,18,Female,Mandalay,Urban,International School,Science,426.0,High School,1,979000.0,No,Intermediate,No,Yes,4.4,7.16,No,No,Technological University,Engineering,Enrolled
STU007755,18,Male,Kachin,Rural,Government High School,Science,357.0,Middle School,4,428000.0,No,Intermediate,Yes,No,3.6,56.8,Yes,No,Medical University,Medicine,Enrolled
STU000271,17,Male,Mandalay,Rural,Monastic Education School,Science,207.0,Middle School,1,433000.0,No,Beginner,No,No,0.0,22.4,No,No,Government University,Agriculture,Enrolled
STU006010,19,Male,Shan,Urban,Government High School,Science,187.0,Primary School,0,328000.0,Yes,Beginner,No,No,5.7,3.08,No,No,Government University,Agriculture,Enrolled
STU004571,17,Male,Yangon,Rural,Monastic Education School,Arts,314.0,High School,2,2046000.0,Yes,Intermediate,No,No,4.1,6.9,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009117,17,Male,Yangon,Urban,Private High School,Science,330.0,,1,1018000.0,Yes,Intermediate,No,No,5.7,9.840000000000002,No,No,Computer University,Computer Science,Enrolled
STU009804,18,Female,Yangon,Rural,Government High School,Science,389.0,Primary School,4,400000.0,No,Intermediate,Yes,Yes,2.7,21.1,Yes,No,University of Distance Education,Natural Science,Enrolled
STU002972,18,Female,Sagaing,Rural,Government High School,Science,357.0,Middle School,2,182000.0,Yes,Intermediate,No,Yes,7.7,31.0,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU006194,18,Female,Mon,Rural,International School,Arts,274.0,Middle School,0,1165000.0,Yes,Advanced,No,Yes,5.0,9.2,Yes,No,Government University,Arts & Humanities,Enrolled
STU008769,18,Female,Mon,Rural,Private High School,Arts,382.0,High School,4,334000.0,Yes,Intermediate,No,Yes,0.3,4.1,No,No,Government University,Education,Enrolled
STU004208,17,Female,Shan,Rural,Government High School,Arts,284.0,University Graduate,1,497000.0,No,Intermediate,No,Yes,3.9,41.8,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU003219,17,Male,Mandalay,Urban,Government High School,Science,351.0,University Graduate,2,441000.0,No,Advanced,No,Yes,4.4,10.040000000000001,No,No,Government University,Nursing & Health Science,Enrolled
STU001392,19,Male,Mandalay,Urban,Monastic Education School,Science,359.0,High School,1,714000.0,Yes,Advanced,No,Yes,8.6,10.08,No,No,Technological University,Engineering,Enrolled
STU003976,45,Female,Yangon,Rural,Government High School,Science,271.0,Middle School,1,690000.0,Yes,Intermediate,Yes,Yes,4.1,21.9,Yes,No,Government University,Natural Science,Enrolled
STU004317,19,Female,Mandalay,Rural,Government High School,Arts,320.0,High School,2,,No,Intermediate,No,No,3.6,2.9,No,No,University of Distance Education,Education,Enrolled
STU007960,19,Female,Mandalay,Urban,Government High School,Science,281.0,University Graduate,2,929000.0,Yes,Beginner,No,No,9.3,0.8,No,No,Private University,Agriculture,Enrolled
STU007345,17,Male,Kachin,Rural,Private High School,Arts,326.0,High School,5,397000.0,No,Advanced,No,No,4.9,0.5,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU007449,18,Female,Mandalay,Rural,Government High School,Science,303.0,High School,3,523000.0,Yes,Intermediate,No,Yes,4.0,12.3,Yes,No,Government University,Agriculture,Enrolled
STU000084,17,Female,Rakhine,Rural,Government High School,Science,339.0,High School,1,542000.0,Yes,Intermediate,No,No,2.9,36.9,No,No,Government University,Agriculture,Enrolled
STU000874,18,Female,Mandalay,Urban,Private High School,Arts,401.0,University Graduate,2,1065000.0,No,Intermediate,No,Yes,2.2,2.7600000000000002,No,No,Government University,Business & Economics,Enrolled
STU009606,19,Male,Sagaing,Urban,Government High School,Science,358.0,Middle School,2,2293000.0,No,Beginner,No,No,6.9,26.32,No,No,Technological University,Engineering,Enrolled
STU007636,17,Female,Mandalay,Urban,Government High School,Arts,320.0,Middle School,2,477000.0,Yes,Intermediate,No,Yes,5.4,5.5600000000000005,Yes,No,Private University,Business & Economics,Enrolled
STU004558,18,Female,Shan,Rural,Government High School,Science,300.0,University Graduate,0,343000.0,No,Intermediate,No,Yes,7.7,28.1,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004501,17,Male,Sagaing,Rural,Government High School,Science,344.0,High School,3,223000.0,Yes,Beginner,No,Yes,5.1,17.6,No,No,Government University,Nursing & Health Science,Enrolled
STU004648,17,Female,Sagaing,Rural,Government High School,Science,219.0,Middle School,2,252000.0,Yes,Beginner,No,Yes,8.9,9.0,Yes,No,Government University,Natural Science,Enrolled
STU002039,18,Female,Mandalay,Urban,Government High School,Science,253.0,Primary School,1,,No,Intermediate,No,No,6.3,2.04,No,No,Government University,Agriculture,Enrolled
STU009695,18,Female,Bago,Rural,Government High School,Arts,333.0,High School,1,229000.0,No,Intermediate,Yes,No,6.8,39.7,No,No,Government University,Business & Economics,Enrolled
STU006910,18,Female,Kachin,Urban,Monastic Education School,Science,356.0,High School,5,681000.0,No,Beginner,No,Yes,6.5,8.92,No,No,Computer University,Computer Science,Enrolled
STU002451,18,Female,Kayin,Rural,Government High School,Science,372.0,High School,3,671000.0,Yes,Advanced,Yes,No,2.3,9.4,No,No,Government University,Agriculture,Enrolled
STU003955,17,Female,Kachin,Rural,Private High School,Arts,432.0,University Graduate,2,458000.0,No,Intermediate,No,Yes,3.8,9.0,No,No,Government University,Arts & Humanities,Enrolled
STU002330,18,Female,Naypyidaw,Urban,Government High School,Science,322.0,High School,1,893000.0,Yes,Intermediate,No,Yes,9.1,1.2000000000000002,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009125,19,Female,Mon,Urban,Government High School,Arts,300.0,Middle School,4,371000.0,Yes,Intermediate,No,No,5.0,2.8000000000000003,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU007045,20,Female,Ayeyarwady,Rural,Monastic Education School,Science,295.0,Primary School,1,313000.0,No,Advanced,No,Yes,2.7,12.9,No,No,Private University,Natural Science,Enrolled
STU005043,17,Female,Mandalay,Rural,Private High School,Science,476.0,Primary School,1,401000.0,Yes,Intermediate,No,Yes,4.1,2.3,No,No,Medical University,Medicine,Enrolled
STU009365,18,Female,Naypyidaw,Urban,Monastic Education School,Arts,157.0,Middle School,2,857000.0,Yes,Beginner,No,No,4.9,17.44,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004747,18,Female,Mandalay,Rural,Government High School,Arts,371.0,Middle School,1,326000.0,No,Beginner,No,Yes,3.4,27.7,Yes,Yes,Government University,Law,Enrolled
STU009368,19,Male,Mandalay,Urban,Monastic Education School,Arts,,Middle School,2,1084000.0,Yes,Beginner,No,No,4.4,1.16,No,No,Private University,Business & Economics,Enrolled
STU009403,18,Male,Shan,Urban,Government High School,Science,353.0,High School,3,1114000.0,Yes,Beginner,Yes,No,5.2,2.32,Yes,No,Computer University,Computer Science,Enrolled
STU006492,18,Male,Bago,Rural,Government High School,Arts,359.0,Middle School,0,1063000.0,No,Beginner,No,Yes,6.0,55.5,No,No,Government University,Business & Economics,Enrolled
STU006638,18,Female,Yangon,Rural,Private High School,Arts,391.0,High School,0,676000.0,No,Intermediate,Yes,Yes,5.8,26.2,No,No,University of Distance Education,Business & Economics,Enrolled
STU007226,17,Female,Kayin,Rural,Government High School,Arts,276.0,University Graduate,2,136000.0,Yes,,Yes,No,8.4,64.8,No,No,Government University,Education,Enrolled
STU002402,18,Female,Kachin,Urban,Government High School,Science,328.0,Primary School,1,566000.0,Yes,Advanced,No,No,8.1,0.5,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU005521,18,Male,Yangon,Rural,Monastic Education School,Science,314.0,Middle School,2,432000.0,Yes,Beginner,Yes,No,1.9,11.1,No,No,Government University,Nursing & Health Science,Enrolled
STU001217,17,Male,Mandalay,Rural,Private High School,Science,321.0,Primary School,2,178000.0,Yes,Advanced,Yes,Yes,8.6,11.6,No,No,University of Distance Education,Agriculture,Enrolled
STU008696,18,Female,Ayeyarwady,Rural,Monastic Education School,Science,222.0,Middle School,2,576000.0,No,Beginner,Yes,Yes,4.2,27.7,No,No,University of Distance Education,Natural Science,Enrolled
STU006021,20,Female,Tanintharyi,Rural,Government High School,Arts,232.0,Primary School,2,641000.0,Yes,Advanced,No,Yes,4.3,2.0,No,No,Government University,Arts & Humanities,Enrolled
STU006866,18,Female,Ayeyarwady,Urban,Government High School,Arts,347.0,High School,2,515000.0,Yes,Advanced,No,No,4.0,1.6800000000000002,No,No,University of Distance Education,Business & Economics,Enrolled
STU001065,17,Female,Bago,Urban,Private High School,Science,317.0,Middle School,3,828000.0,Yes,Intermediate,No,No,5.3,3.7200000000000006,No,No,University of Distance Education,Engineering,Enrolled
STU003787,20,Female,Sagaing,Rural,Private High School,Science,255.0,Primary School,0,564000.0,Yes,Beginner,No,Yes,4.2,3.1,No,No,Government University,Natural Science,Enrolled
STU004411,18,Male,Naypyidaw,Urban,Government High School,Arts,277.0,High School,2,773000.0,Yes,Advanced,Yes,Yes,7.5,2.2,Yes,No,Private University,Arts & Humanities,Enrolled
STU006860,17,Male,Yangon,Urban,Government High School,Arts,320.0,Postgraduate,2,584000.0,Yes,Beginner,Yes,Yes,5.9,8.88,No,No,Government University,Business & Economics,Enrolled
STU006761,17,Female,Magway,Rural,Government High School,Arts,256.0,High School,2,281000.0,Yes,Intermediate,Yes,Yes,7.8,12.8,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU005524,18,Female,Kayah,Rural,Government High School,Science,212.0,High School,1,400000.0,No,Beginner,No,No,7.4,4.1,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU005997,18,Male,Mandalay,Urban,Government High School,Science,343.0,University Graduate,1,668000.0,No,Intermediate,No,No,4.1,2.92,Yes,No,Government University,Engineering,Enrolled
STU008834,18,Female,Mandalay,Rural,Government High School,Arts,305.0,High School,3,804000.0,No,Intermediate,No,No,3.9,44.9,Yes,No,Private University,Education,Enrolled
STU005889,19,Female,Naypyidaw,Rural,Monastic Education School,Science,295.0,Middle School,1,433000.0,Yes,Intermediate,Yes,Yes,5.5,15.9,No,No,University of Distance Education,Engineering,Enrolled
STU002162,17,Female,Yangon,Rural,Government High School,Arts,316.0,High School,2,99000.0,No,Advanced,Yes,Yes,3.2,4.1,No,No,Private University,Arts & Humanities,Enrolled
STU003009,17,Female,Shan,Urban,Private High School,Science,309.0,Primary School,1,330000.0,Yes,Intermediate,Yes,No,2.8,0.5,No,No,Technological University,Engineering,Enrolled
STU001106,18,Male,Mon,Rural,Government High School,Science,360.0,Primary School,0,753000.0,Yes,Beginner,Yes,No,5.0,16.1,Yes,Yes,Government University,Natural Science,Enrolled
STU006655,18,Female,Yangon,Rural,Private High School,Science,342.0,University Graduate,2,427000.0,No,Intermediate,No,No,5.4,2.2,No,No,Computer University,Computer Science,Enrolled
STU000693,17,Female,Mandalay,Rural,Monastic Education School,Science,265.0,Primary School,2,211000.0,No,Intermediate,Yes,No,5.4,8.7,No,No,Government University,Natural Science,Enrolled
STU009958,17,Female,Kayah,Rural,Government High School,Arts,350.0,High School,0,198000.0,Yes,Advanced,No,No,7.7,1044.7,No,No,Government University,Arts & Humanities,Enrolled
STU004957,19,Female,Yangon,Urban,Government High School,Science,326.0,University Graduate,2,304000.0,Yes,Intermediate,No,No,2.9,7.96,No,No,Government University,Nursing & Health Science,Enrolled
STU006598,17,Male,Mandalay,Urban,Private High School,Arts,210.0,Middle School,1,235000.0,Yes,Intermediate,No,No,8.0,2.68,No,No,Government University,Arts & Humanities,Enrolled
STU008481,17,Female,Chin,Rural,Government High School,Arts,286.0,High School,2,464000.0,Yes,Intermediate,Yes,Yes,6.1,11.2,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004370,18,Female,Ayeyarwady,Urban,Government High School,Science,285.0,Primary School,0,216000.0,Yes,Advanced,Yes,No,4.9,2.3600000000000003,Yes,No,Technological University,Engineering,Enrolled
STU002766,19,Male,Bago,Rural,Government High School,Arts,354.0,High School,0,,No,Beginner,No,No,8.9,40.3,No,No,Government University,Business & Economics,Enrolled
STU003930,19,Female,Mandalay,Rural,Government High School,Arts,163.0,Middle School,2,428000.0,Yes,Intermediate,Yes,Yes,8.8,21.6,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007135,17,Female,Kachin,Rural,Private High School,Science,298.0,Middle School,1,378000.0,No,Intermediate,Yes,No,6.2,6.6,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008736,17,Female,Yangon,Urban,Private High School,Science,359.0,High School,4,1383000.0,Yes,Intermediate,No,No,5.1,19.880000000000003,No,No,Technological University,Engineering,Enrolled
STU007531,17,Male,Mon,Urban,Monastic Education School,Science,303.0,No Formal Education,2,877000.0,Yes,Intermediate,Yes,No,4.7,3.9600000000000004,Yes,No,Private University,Agriculture,Enrolled
STU007529,18,Female,Sagaing,Urban,Private High School,Arts,408.0,Postgraduate,1,594000.0,Yes,Intermediate,Yes,No,7.7,0.96,No,No,Government University,Arts & Humanities,Enrolled
STU000629,18,Male,Bago,Urban,Private High School,Arts,390.0,Middle School,1,2200000.0,No,Advanced,Yes,Yes,5.1,17.72,No,No,Government University,Business & Economics,Enrolled
STU002452,18,Male,Shan,Rural,Government High School,Science,280.0,Middle School,1,863000.0,No,Intermediate,No,No,1.9,18.2,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU006240,18,Female,Mandalay,Urban,Private High School,Science,219.0,Primary School,0,431000.0,Yes,Intermediate,Yes,No,5.1,16.56,No,No,University of Distance Education,Agriculture,Enrolled
STU007013,17,Female,Kachin,Urban,Private High School,Science,353.0,Middle School,0,907000.0,Yes,Advanced,Yes,No,5.9,6.440000000000001,No,No,Government University,Agriculture,Enrolled
STU003825,18,Female,Mon,Urban,Government High School,Arts,434.0,High School,3,889000.0,Yes,Beginner,No,No,3.8,16.44,Yes,No,Government University,Education,Enrolled
STU008978,19,Female,Mandalay,Urban,Government High School,Science,298.0,High School,1,849000.0,Yes,Intermediate,No,No,1.3,0.5,Yes,No,Technological University,Engineering,Enrolled
STU002653,19,Female,Ayeyarwady,Urban,Government High School,Science,185.0,Primary School,5,832000.0,Yes,Beginner,Yes,No,6.0,10.32,No,No,Government University,Natural Science,Enrolled
STU009108,18,Female,Shan,Urban,Government High School,Arts,326.0,High School,2,466000.0,No,Beginner,No,No,1.3,14.0,No,No,University of Distance Education,Education,Enrolled
STU003744,18,Male,Bago,Urban,Government High School,Science,258.0,No Formal Education,2,675000.0,Yes,Intermediate,No,No,3.1,13.080000000000002,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU002177,18,Male,Mandalay,Urban,Government High School,Arts,454.0,University Graduate,1,385000.0,Yes,Advanced,No,No,8.4,6.56,Yes,Yes,University of Distance Education,Business & Economics,Enrolled
STU009907,18,Female,Mandalay,Urban,Government High School,Science,256.0,No Formal Education,3,356000.0,No,Advanced,No,No,2.0,10.76,No,No,Government University,Nursing & Health Science,Enrolled
STU009264,19,Male,Bago,Urban,Private High School,Science,302.0,High School,2,1118000.0,Yes,Beginner,No,No,5.5,36.080000000000005,Yes,Yes,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU003319,17,Female,Yangon,Rural,Government High School,Science,377.0,High School,2,1044000.0,Yes,,Yes,No,6.2,28.1,Yes,No,Private University,Natural Science,Enrolled
STU006344,18,Female,Yangon,Rural,Government High School,Science,340.0,Middle School,3,467000.0,Yes,Advanced,No,No,3.9,8.4,No,No,Government University,Nursing & Health Science,Enrolled
STU002788,18,Male,Bago,Rural,Government High School,Arts,266.0,Primary School,2,263000.0,No,Intermediate,No,Yes,4.2,20.4,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004106,17,Female,Shan,Rural,Private High School,Science,330.0,No Formal Education,4,349000.0,Yes,Advanced,Yes,Yes,6.2,79.2,No,No,Government University,Engineering,Enrolled
STU006356,18,Male,Shan,Urban,Monastic Education School,Arts,285.0,High School,2,56521000.0,Yes,Beginner,No,Yes,5.9,0.5,No,No,University of Distance Education,Law,Enrolled
STU001677,18,Female,Yangon,Urban,Monastic Education School,Science,230.0,High School,1,1086000.0,Yes,Advanced,Yes,Yes,3.7,9.120000000000001,Yes,No,Government University,Engineering,Enrolled
STU003948,17,Male,Ayeyarwady,Urban,Monastic Education School,Arts,355.0,High School,0,546000.0,Yes,Beginner,No,No,7.4,1.4000000000000001,No,No,Private University,Education,Enrolled
STU004445,17,Female,Shan,Rural,International School,Science,226.0,University Graduate,0,747000.0,No,Intermediate,Yes,No,0.0,3.5,No,No,Private University,Natural Science,Enrolled
STU002937,17,Female,Yangon,Urban,Monastic Education School,Science,412.0,University Graduate,4,1655000.0,Yes,Advanced,No,No,3.5,3.3600000000000003,No,No,Private University,Natural Science,Enrolled
STU009006,18,Female,Kayin,Rural,Government High School,Science,355.0,High School,3,410000.0,Yes,Intermediate,No,No,5.2,65.6,No,No,Technological University,Engineering,Enrolled
STU007767,18,Male,Yangon,Rural,Government High School,Arts,310.0,Middle School,4,273000.0,Yes,Beginner,No,Yes,5.4,2.4,No,No,Government University,Education,Enrolled
STU005723,17,Female,Kayin,Urban,Government High School,Science,242.0,High School,2,627000.0,Yes,Intermediate,Yes,No,4.4,18.56,No,No,Computer University,Computer Science,Enrolled
STU007442,19,Male,Ayeyarwady,Rural,Monastic Education School,Science,325.0,Primary School,1,340000.0,No,Intermediate,Yes,No,6.8,73.7,Yes,No,Computer University,Computer Science,Enrolled
STU002504,19,Male,Bago,Urban,Government High School,Science,354.0,Middle School,2,418000.0,No,Intermediate,No,Yes,6.1,5.24,No,No,Computer University,Computer Science,Enrolled
STU008483,19,Male,Shan,Urban,Government High School,Science,355.0,High School,4,433000.0,Yes,Intermediate,Yes,Yes,9.2,2.64,Yes,No,Private University,Natural Science,Enrolled
STU002370,18,Male,Kachin,Urban,Government High School,Science,329.0,High School,1,322000.0,Yes,Intermediate,No,No,5.3,11.600000000000001,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004968,17,Male,Yangon,Rural,Monastic Education School,Arts,346.0,High School,2,564000.0,Yes,Beginner,Yes,No,5.5,3.0,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU005884,20,Female,Magway,Urban,International School,Arts,440.0,University Graduate,2,2556000.0,Yes,Advanced,No,Yes,3.5,30.72,No,No,Private University,Law,Enrolled
STU002218,19,Female,Yangon,Urban,Government High School,Science,295.0,Primary School,3,1026000.0,Yes,Beginner,No,Yes,4.0,0.5,Yes,No,Computer University,Computer Science,Enrolled
STU005848,17,Female,Shan,Rural,Government High School,Arts,429.0,Postgraduate,3,510000.0,Yes,Intermediate,Yes,Yes,5.1,12.6,No,No,Technological University,Engineering,Enrolled
STU002219,19,Male,Yangon,Rural,Private High School,Science,240.0,Primary School,1,272000.0,No,Advanced,No,No,8.3,146.0,Yes,No,Computer University,Computer Science,Enrolled
